genres,app_name,release_date,price,id,developer
Simulation,FSX Steam Edition: Cessna CU206 Stationair Add-On,2017.0,19.99,500237,Carenado
Simulation,FSX Steam Edition: Toposim US Northeast Add-On,2017.0,14.99,556225,Toposim
Action,Slash It 2 - A Himitsu Exclusive Edition,2017.0,0.99,590470,Just1337 Studio
Action,DRAGON BALL XENOVERSE 2 - DB Super Pack 2,2017.0,7.99,508401,"QLOC,DIMPS"
Action,Slash It 2 - JanjiMusic Exclusive Edition,2017.0,0.99,590490,Just1337 Studio
Action,Slash It 2 - Elexive Exclusive Edition,2017.0,0,590480,Just1337 Studio
Indie,Stage Presence,,9.99,391640,
Adventure,Bayou Island - Point and Click Adventure,2017.0,1.99,597210,Andy Howard Games
Action,Tom Clancy's The Division™ - Last Stand,2017.0,14.99,596190,Massive Entertainment
Simulation,WWE 2K17 - Hall of Fame Showcase,2017.0,9.99,570210,"Visual Concepts,Yuke's Co., LTD"
Action,Turn Around,2017.0,0.99,595340,"Limed,lalalaZero,Urbanoff"
Action,Blowhards,2017.0,9.99,552000,Babloon Studios
Audio Production,WavePad Audio Editor,2017.0,99.99,580310,NCH Software
Casual,Rocksmith® 2014 Edition – Remastered – Variety Song Pack VIII,2017.0,9.99,509733,Ubisoft - San Francisco
Casual,Rocksmith® 2014 Edition – Remastered – Tears for Fears - “Everybody Wants to Rule the World”,2017.0,2.99,509730,Ubisoft - San Francisco
Casual,Rocksmith® 2014 Edition – Remastered – Kasabian - “Underdog”,2017.0,2.99,509731,Ubisoft - San Francisco
Casual,Rocksmith® 2014 Edition – Remastered – Candlebox - “Far Behind”,2017.0,2.99,509729,Ubisoft - San Francisco
Action,DESYNC,2017.0,14.99,390030,The Foregone Syndicate
Casual,Rocksmith® 2014 Edition – Remastered – Steppenwolf - “Magic Carpet Ride”,2017.0,2.99,509732,Ubisoft - San Francisco
Software Training,Professor Teaches® Excel 2016 – Mac,2017.0,14.99,590640,Individual Software
Software Training,Professor Teaches® Word 2016 – Mac,2017.0,14.99,595510,Individual Software
Action,Sky Rogue Original Soundtrack,2017.0,6.99,586070,Fractal Phase
Action,VThree,2017.0,7.99,567320,2xMilk
Action,Dream UniVRse,,0,544000,
Adventure,Oracle,2017.0,1.99,576310,Watercolor Games
Action,Space Fuss,2017.0,4.99,525150,NerdyYetis
Indie,Relaxing VR Games: Mahjong,,2.99,534920,
Simulation,FSX Steam Edition: Farm Strips Vol 2: Central and Southern England Add-On,2017.0,9.99,556217,Neil Birch
Indie,Water Heroes: A Game for Change,2017.0,4.99,530010,Insignio Labs
Action,airRevo VR,,1.99,594150,
Simulation,Train Simulator: North London & Goblin Lines Add-On,2017.0,39.99,500211,Dovetail Games
Action,Doug and Lily,2017.0,0.99,601180,the_dobrokot
Education,The Body VR: Anatomy Viewer,,0,579620,
Action,Roomscale Coaster,,3.99,592330,
Casual,Stage Presence Soundtrack,2017.0,3.99,602330,Sea Green Games
Adventure,Disturbed - Support DLC,2017.0,0.99,551560,Brad Moore
Action,Blast-off,2017.0,9.99,391140,Quad-Games
Adventure,Tales of Terror: Crimson Dawn,2017.0,6.99,596270,Deep Shadows Games
Early Access,Sort 'Em,,2.99,594360,
Indie,Spooky's Jump Scare Mansion: HD Renovation,,9.99,577690,
Adventure,Ino,2017.0,1.99,398140,L Rod
Adventure,Tap Adventure: Time Travel,2017.0,0,596650,Avallon Alliance
Casual,RunningDead,2017.0,1.99,584220,PotionC
Action,Box Maze,2017.0,0.99,512020,GamersHype Productions
Indie,Lighting End VR,,0,582490,
Simulation,Light And Dance VR,,9.99,576720,
Casual,Super Blackjack Battle 2 Turbo Edition - The Card Warriors,2017.0,11.99,545200,Stage Clear Studios
Adventure,An Octonaut Odyssey,2017.0,4.99,566320,Octo Studio
Adventure,Azada: Elementa Collector's Edition,2017.0,9.99,596400,ERS G Studios
Casual,Morphblade,2017.0,4.99,494720,Suspicious Developments
Action,rooMaze,2017.0,1.99,575830,ChairKilling
Adventure,SPACE-FRIGHT,2017.0,6.99,592750,R I MAD
Action,Zoop! - Hunter's Grimm,2017.0,1.99,577460,Warfare Studios
Casual,Tabletop Simulator - Warfighter,2017.0,14.99,468723,"Berserk Games,Dan Verssen Games"
Adventure,Ludoria,2017.0,19.99,432420,Eminent Softworks
Racing,Diesel Power,,9.99,578190,
Action,Mastema: Out of Hell,2017.0,4.99,595550,Oscar Celestini
Action,Deceit,2017.0,Free,466240,Automaton
Action,DESYNC: The Original Soundtrack - Volume 2 (Volkor X),2017.0,2.99,602441,The Foregone Syndicate
Action,DESYNC: The Original Soundtrack - Volume 1 (Daniel Deluxe),2017.0,6.99,602440,The Foregone Syndicate
Action,Dark Throne,2017.0,0.99,587490,Marcin Mikołajczyk
Adventure,Clicker Heroes: Boxy & Bloop Auto Clicker,2017.0,9.99,591620,Playsaurus
Action,DED,2017.0,0,571350,"L. Stotch,Vladimir Soldatov"
Casual,Cards of Chaos,2017.0,6.99,517110,Pixel Battery
Indie,Ricochet Kills: Noir,2017.0,2.99,596630,mibix
Action,The Last Cargo,2017.0,9.99,593560,Ehnenu
RPG,Deadly Hunter VR,,Free,594490,
Action,johnsgame,2017.0,1.99,597240,"GCRH,Daynar"
Adventure,Wild Unknown,2017.0,4.99,592570,Joe Sansone
Action,Hurricane,2017.0,13.99,503240,Because I Can
Casual,My Vet Practice – Marine Patrol,2017.0,9.99,595150,Neopica
Action,Infektor,2017.0,4.99,554670,Rushing Vise
Indie,Fantasy Grounds - Dead in the Water (CoC),2017.0,8.99,601730,"SmiteWorks USA, LLC"
Adventure,Witch Hunters: Stolen Beauty Collector's Edition,2017.0,9.99,597280,Top Evidence Studio
Design &amp; Illustration,Photo & Graphic Designer 12 Steam Edition,2017.0,69.99,596140,MAGIX Software GmbH
Adventure,Goblin Harvest - The Mighty Quest,2017.0,9.99,604060,Ian Williams
Indie,Fantasy Grounds - Disposable Heroes: Modern Gangs (Token Pack),2017.0,3.99,601350,"SmiteWorks USA, LLC"
Action,ULTIMATE MARVEL VS. CAPCOM 3,2017.0,24.99,357190,"CAPCOM CO., LTD."
Indie,City of God I - Prison Empire,2017.0,11.99,466860,Pixel Gangsta Studio
Adventure,Violet's Dream VR,,4.99,592360,
Indie,SimAirport,2017.0,19.99,598330,LVGameDev LLC
Action,Tom Clancy's Ghost Recon® Wildlands,2017.0,59.99,460930,"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections,Ubisoft Belgrade"
Action,Dreamlike Worlds,2017.0,0.99,602200,JustForward
Action,Tom Clancy's Ghost Recon® Wildlands - Season Pass,2017.0,39.99,573830,"Ubisoft Paris,Ubisoft Annecy,Ubisoft Bucharest,Ubisoft Montpellier,Ubisoft Milan,Reflections"
Adventure,Drift 7 Islands (survival),2017.0,3.99,592740,GamerGG
Adventure,Switch - Or Die Trying,2017.0,9.99,506090,Threye Interactive
Early Access,994 W 24th,,4.99,536050,
Adventure,Switch - Or Die Trying Soundtrack,2017.0,Free,604930,Threye Interactive
Action,Military Airfield - Donation DLC,2017.0,1.99,602210,Polygon Art
Action,VoidExpanse: Pariahs' Bane,2017.0,4.99,499410,AtomicTorch Studio
Action,VoidExpanse: Soundtrack Complete,2017.0,4.99,602740,AtomicTorch Studio
Casual,Star Merchant,2017.0,1.99,594720,SimProse Studios
Simulation,Expansion - Crusader Kings II: Monks and Mystics,2017.0,14.99,530780,Paradox Development Studio
Adventure,LEAVES - The Journey,2017.0,7.99,569800,ZAR 21
,Gigachess - Original Soundtrack,2017.0,0.99,604890,Gigatross Games
Early Access,Dark Legion VR,,19.99,598690,
Action,Disc Jam,2017.0,14.99,415880,High Horse Entertainment
Action,The guard of dungeon,2017.0,2.99,601640,HeX
Simulation,Crusader Kings II: Hymns of Revelation,2017.0,1.99,601270,Paradox Development Studio
Indie,Fantasy Grounds - Mini-Dungeon #015: Torment at Torni Tower (PFRPG),2017.0,2.99,576200,"SmiteWorks USA, LLC"
Action,Lightspeed Frontier,2017.0,14.99,548650,Crowdwork Studios
Adventure,Loot Rascals Soundtrack,2017.0,6.99,583670,Hollow Ponds
Adventure,Loot Rascals,2017.0,14.99,443880,Hollow Ponds
RPG,Atelier Firis: The Alchemist and the Mysterious Journey / フィリスのアトリエ ～不思議な旅の錬金術士～,2017.0,59.99,527290,"KOEI TECMO GAMES CO., LTD."
Movie,The American Nurse,2014.0,4.99,598160,
Casual,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “Complicated”,2017.0,2.99,509734,Ubisoft - San Francisco
Cartoon,The Legend of Chupacabras,2017.0,4.99,582710,
Casual,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “I’m with You”,2017.0,2.99,509735,Ubisoft - San Francisco
Casual,Rocksmith® 2014 Edition – Remastered – Avril Lavigne Song Pack,2017.0,11.99,509739,Ubisoft - San Francisco
Casual,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “Sk8er Boi”,2017.0,2.99,509736,Ubisoft - San Francisco
Casual,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “When You’re Gone”,2017.0,2.99,509738,Ubisoft - San Francisco
Adventure,LEGO® Worlds,2017.0,29.99,332310,"TT Games,Traveller's Tales"
Casual,Rocksmith® 2014 Edition – Remastered – Avril Lavigne - “My Happy Ending”,2017.0,2.99,509737,Ubisoft - San Francisco
Movie,Bloodrunners,2017.0,4.99,582640,
Indie,Mountain Mind - Headbanger's VR,,9.99,599630,
Indie,Fantasy Grounds - Gauntlet of Spiragos (PFRPG),2017.0,0.99,605700,"SmiteWorks USA, LLC"
Adventure,Ominous Objects: Family Portrait Collector's Edition,2017.0,9.99,598050,Daily Magic Productions
Utilities,Plevr,,9.99,598660,
Action,Awesomenauts - Summertime Chucho Skin,2017.0,2.99,399832,Ronimo Games
Animation &amp; Modeling,GameMaker Studio 2 Desktop,2017.0,99.99,585410,YoYo Games Ltd.
Adventure,- Arcane Raise -,2017.0,2.99,603750,Arcane Raise
Animation &amp; Modeling,GameMaker Studio 2 Mobile,2017.0,399.99,585620,YoYo Games Ltd.
Animation &amp; Modeling,GameMaker Studio 2 UWP,2017.0,399.99,585610,YoYo Games Ltd.
Animation &amp; Modeling,GameMaker Studio 2 Web,2017.0,149.99,585600,YoYo Games Ltd.
Strategy,"Buccaneers, Bounty & Boom!",2017.0,11.99,597640,Iron Helmet Games
Adventure,Spacetours VR - Ep1 The Solar System,,6.99,592410,
Action,Reflex Arena,2014.0,9.99,328070,Turbo Pixel Studios
Action,Space Jammers,2017.0,14.99,471400,Spread Shot Studios LLC
Casual,The Cooking Game Original Soundtracks,2017.0,2.99,591040,Play Spirit Limited
Indie,ReThink,2017.0,9.99,603800,Yaeko
Indie,Deckbound Heroes (Open Beta),2017.0,0,540160,Deckbound
Action,Danmaku Unlimited 3,2017.0,9.99,450950,Doragon Entertainment
Action,Maximum Override,2017.0,6.99,389220,Alientrap
Adventure,Sounds of Her Love,2017.0,Free,603880,ds-sans
Action,Bootombaa,2017.0,0.99,605910,Naarassusi Game
Casual,Paper Toss VR,,0.99,605860,
Action,Biosupremacy - Original Soundtrack,2017.0,1.99,606210,DarkPolygon Games
Casual,Good Archer,2017.0,1.99,602990,Sergej110
Casual,Gump Runner,2017.0,0.99,606050,ArteG
Action,Revhead,2017.0,19.99,589760,Creative Pudding Hungary Llc.
Casual,Discovering Space 2,,9.99,496740,
Action,ERISLE,2017.0,0,493480,Expect Studio
Adventure,Arcane Raise - Lorebook,2017.0,Free,604091,Arcane Raise
Indie,Conclave Soundtrack,2017.0,3.99,584030,10x10 Room
Casual,Didgery,2017.0,1.99,429270,Lotus Games
Casual,Chess3D,2016.0,9.99,599670,Whitefishgames
Indie,Blink Original Soundtrack,2017.0,2.99,597690,nextReality Games
Casual,A Foretold Affair,2017.0,12.99,586670,GB Patch Games
Casual,A Foretold Affair - Alternate Outfit DLC,2017.0,0.99,594420,GB Patch Games
Adventure,Broken Sword 1: Original Version,1996.0,Free,580430,Revolution Software Ltd
Adventure,Blink,2017.0,6.99,447210,nextReality Games
Adventure,Broken Sword 2: Original Version,1997.0,Free,580440,Revolution Software Ltd
Adventure,Broken Sword 2: Soundtrack,2017.0,3.99,565770,Revolution Software Ltd
Adventure,Broken Sword 3: Soundtrack,2017.0,3.99,565810,Revolution Software Ltd
Adventure,Broken Sword 1: Soundtrack,2017.0,3.99,564850,Revolution Software Ltd
Action,Super Spring Ninja,2017.0,2.99,523230,Demon Sword Games
Adventure,Fenimore Fillmore: The Westerner,2017.0,9.99,503650,Casual Brothers
Casual,Travel Riddles: Trip To India,2017.0,4.99,604980,Notus Games Ltd
Action,Red Barton and The Sky Pirates,2017.0,0.99,540590,Schism Worldwide
Casual,Death Squared,2017.0,14.99,471810,SMG Studio
Early Access,War of Castle VR,,15.99,599430,
Adventure,GRUZCHIK,2017.0,0.99,603290,NDPendent Games
Adventure,Hexaball,2017.0,0.99,602830,kedexa
Indie,Drift Into Eternity - Musics,2017.0,3.99,602060,We Are Bots
Action,DOA5LR Arc System Works Mashup Set,2017.0,31.99,601390,"Team NINJA,KOEI TECMO GAMES CO., LTD."
Indie,Western FPS,2017.0,0.99,603370,Narayan Games
Adventure,Cubic complex,2017.0,0.99,500100,Kedexa
Sports,VR Sports,,12.99,593240,
Action,World Destroyers,2017.0,6.99,550200,HardHead Games
Action,Mighty Monster Mayhem,,14.99,586830,
Action,Coffence,2017.0,14.99,583240,Sweet Bandits Studios
Action,Dead Rising 4 - Season Pass,2017.0,19.99,592700,"Capcom Game Studio Vancouver, Inc."
Action,Dead Rising 4,2017.0,59.99,543460,"Capcom Game Studio Vancouver, Inc."
Action,Ticket OST,2016.0,3.99,608720,magicdweedoo
Indie,World Builder,,9.99,590530,
Adventure,Lost in Nature,2017.0,14.99,601500,Moongate Digital
Casual,Masters Of Chess,,1.99,606270,
Indie,Suspended Workshops,,0,602660,
Racing,Ride 2 Free Bikes Pack 5,2017.0,Free,578240,Milestone S.r.l.
Action,Furi - One More Fight,2017.0,3.99,567810,The Game Bakers
Utilities,VRCURATOR,,4.99,607560,
Indie,Sketch! Run!,2017.0,1.99,602920,VI Games LLC
Indie,Fantasy Grounds - Daring Tales of Chivalry #01: A Knights Tale (Savage Worlds),2017.0,4.99,604180,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - Daring Tales of Adventure 05: Sky Pirates of the Caribbean (Savage Worlds),2017.0,6.99,604650,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - Daring Tales of Adventure 04: The Talons of LoPeng (Savage Worlds),2017.0,6.99,605480,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - Secret of Marseille (Call of Cthulhu),2017.0,5.99,607450,"SmiteWorks USA, LLC"
Action,100ft Robot Golf,2017.0,19.99,368000,No Goblin
Indie,Dimension Jump,2017.0,9.99,564750,Redpoint Games
Casual,Surfasaurus,2016.0,0.99,584860,Red Triangle Games
Design & Illustration,Arch Virtual HQ,,Free,608980,
Action,CHAOS CODE -NEW SIGN OF CATASTROPHE-,2017.0,19.99,536560,"FK Digital,Arc System Works"
Adventure,Tales of Escape,,Free,587860,
Adventure,theHunter™: Call of the Wild - Bearclaw Lite Compound Bow,2017.0,0,602310,Expansive Worlds
Adventure,Tricky Trail RC,2016.0,4.99,550870,Mika Spin Games
Adventure,Night in the Woods - Soundtrack Vol. I,2017.0,6.99,610220,Infinite Fall
Adventure,Night in the Woods - Soundtrack Vol. II,2017.0,6.99,610221,Infinite Fall
Adventure,Night in the Woods - Soundtrack Vol. III,2017.0,4.99,610222,Infinite Fall
Simulation,Train Sim World®: CSX Heavy Haul,2017.0,39.99,530070,Dovetail Games
Action,Alien Insanity,2017.0,2.99,598350,Paul Bird
Adventure,Ascender,2017.0,8.99,598230,GameChanger Studio
Action,Violent killer VR,,2.99,602130,
Casual,"Welcome Home, Love",,4.99,553050,
Adventure,Lifeline,2017.0,3.99,585290,3 Minute Games
Adventure,Detective Noir,2017.0,4.99,586480,Paper Pirates
Casual,Pixel Puzzles Ultimate - Puzzle Pack: Medieval,2017.0,4.99,591495,DL Softworks
Indie,WARTILE,2017.0,19.99,404200,Playwood Project
Casual,Pixel Puzzles Ultimate - Puzzle Pack: Coral Reef,2017.0,7.99,591494,DL Softworks
Strategy,Warpaint,,9.99,600150,
Action,On A Roll 2D,2017.0,0.99,487570,Battenberg Software
Adventure,You... and who else?,2017.0,6.99,459640,Aldorlea Games
Adventure,Lemuria: Lost in Space - soundtrack DLC,2017.0,1.99,607340,EJRGames
Action,City Siege: Faction Island,2017.0,2.99,578590,Ish Games
Adventure,Wanderland: Starter Pack,2017.0,1.99,607840,Artogon
Casual,Don't Drop the Bass,2017.0,4.99,471220,RadishBox
Action,"SnarfQuest Tales, Episode 1: The Beginning",2017.0,4.99,470020,Cellbloc Studios
Adventure,Frontier VR,,4.99,608190,
Early Access,Space Station Loma: OPERATIONS,,13.99,577640,
Movie,The Crooked Man,2017.0,4.99,587060,
Adventure,Hotel Anatolia,2017.0,0.99,601010,Elven Workshop
Casual,Jackpot Poker by PokerStars,2017.0,0,455020,PokerStars Mobile Limited
Indie,Crisis in the Kremlin,2017.0,4.99,599750,Kremlingames
Indie,McOsu - Donation - 1,2017.0,0.99,608160,McKay
Indie,McOsu - Donation - 3,2017.0,2.99,608170,McKay
Indie,McOsu - Donation - 5,2017.0,4.99,608180,McKay
Utilities,Vive Video,,0,606180,
Casual,Fly Away,2017.0,4.99,583000,Faceless Studios
Early Access,Shadow Circuit,,4.99,595470,
RPG,Atelier Firis - Character: Heintz / 追加キャラクター『ハインツ』,2017.0,6.99,573548,"KOEI TECMO GAMES CO., LTD."
RPG,Atelier Firis - Costume: Sky Blue Papillon / フィリス衣装『空色パピヨン』,2017.0,1.99,573541,"KOEI TECMO GAMES CO., LTD."
RPG,Atelier Firis - Costume: Night Onyx / リアーネ衣装『夜のオニキス』,2017.0,1.99,573542,"KOEI TECMO GAMES CO., LTD."
RPG,Atelier Firis - Costume: Verdant Feuilles / ドロッセル衣装『新緑のフォイユ』,2017.0,1.99,573544,"KOEI TECMO GAMES CO., LTD."
RPG,Atelier Firis - Costume: Passionate Soleil / ソフィー衣装『情熱のソレイユ』,2017.0,1.99,573545,"KOEI TECMO GAMES CO., LTD."
RPG,Atelier Firis - Costume: Festive Amour / イルメリア衣装『紅白アムール』,2017.0,1.99,573543,"KOEI TECMO GAMES CO., LTD."
Action,Pixel Puzzles Ultimate - Puzzle Pack: Trains,2017.0,3.99,591496,DL Softworks
Indie,New York Kennedy [KJFK] airport for Tower!3D Pro,2017.0,19.99,607830,FeelThere
Action,SKIPCHASER,2017.0,4.99,508410,Ponywolf
Adventure,Dark Canvas: A Brush With Death Collector's Edition,2017.0,9.99,549220,Vast Studios
Action,Toukiden 2,2017.0,59.99,551730,"KOEI TECMO GAMES CO., LTD."
Animation &amp; Modeling,AppGameKit Sound Library,2017.0,24.99,602720,The Game Creators
Action,Splody,2017.0,6.99,467810,Dashing Strike
Indie,Craft The World - Dig with Friends,2017.0,5.99,609800,Dekovir Entertainment
Action,Toukiden 2 - Mitama: Sarutobi Sasuke,2017.0,Free,569683,"KOEI TECMO GAMES CO., LTD."
Action,Toukiden 2 - Mitama: Sanada Nobuyuki,2017.0,Free,569682,"KOEI TECMO GAMES CO., LTD."
Action,Watch_Dogs® 2 - Human Conditions,2017.0,14.99,525030,Ubisoft
Action,Toukiden 2 - Armor: Tenko Outfit,2017.0,Free,569680,"KOEI TECMO GAMES CO., LTD."
Movie,Yu-Gi-Oh! Bonds Beyond Time,2010.0,3.99,594800,
Adventure,Stories Untold Official Soundtrack,2017.0,1.99,611740,No Code
Casual,Flagster,2017.0,0.99,611530,Splatter Squad
Indie,Battle for Orion 2,2017.0,14.99,564470,Infinite Loop Games
Action,Red Death,2017.0,0.99,591560,"xXarabongXx,WrathSchneider"
Action,Monster Slayers,2017.0,8.99,496620,Nerdook Productions
Action,LifeBase,2017.0,12.99,590600,Patryk Szuberla
Action,Drift Horizon Online,2017.0,4.99,491280,JDM4iK Games
Action,Beats Fever - Big Apple,2017.0,0,582100,Arrowiz
Indie,Fantasy Grounds - D&D Tales from the Yawning Portal,2017.0,29.99,605540,"SmiteWorks USA, LLC"
Audio Production,Rytmik Ultimate – Voice & Acoustic Expansion,2017.0,5.99,525971,"CINEMAX, s.r.o."
Animation &amp; Modeling,Nvil,2017.0,119.99,592350,Digitalfossils Ltd
Action,88 Heroes,2017.0,14.99,487040,Bitmap Bureau
Casual,Steam: Rails to Riches,2017.0,9.99,595930,"Acram Digital,Mobo Studio"
Action,Infinite Tanks,2017.0,4.99,543180,Atypical Games
Casual,Zaccaria Pinball - Achievement Table Pack,2017.0,3.99,613520,Magic Pixel Kft.
Casual,Steam: Rails to Riches - Northern England Map,2017.0,4.99,596822,"Acram Digital,Mobo Studio"
Casual,FourChords Guitar Karaoke - Classic Rock Mix 1,2017.0,4.99,582070,Musopia
Casual,Steam: Rails to Riches - USA-Canada Map,2017.0,4.99,596821,"Acram Digital,Mobo Studio"
Casual,Steam: Rails to Riches - Carcassonne Map,2017.0,4.99,596820,"Acram Digital,Mobo Studio"
Casual,Steam: Rails to Riches - Belgium & Luxembourg Map,2017.0,4.99,596823,"Acram Digital,Mobo Studio"
Action,Easy Magic,2017.0,1.99,599800,Dream Real
Massively Multiplayer,Therian Saga,2017.0,0,542480,Virtys
Early Access,Mekside VR,,7.99,567700,
Adventure,Quern - Undying Thoughts (Original Soundtrack),2017.0,9.99,556500,"Zadbox Entertainment,Marcell Kerepesi"
Adventure,Twilight Phenomena: The Lodgers of House 13 Collector's Edition,2017.0,9.99,609340,ERS G Studios
Strategy,Microgons,2017.0,0,529870,DOG HOGGLER
RPG,Operation Abyss: New Tokyo Legacy / 東京新世録 オペレーションアビス,2017.0,19.99,541450,"MAGES. Inc.,5pb.,Experience Inc."
,Operation Abyss: New Tokyo Legacy / 東京新世録 オペレーションアビス - Digital Art Book / デジタル・アートブック,2017.0,4.99,548820,"MAGES. Inc.,5pb.,Experience Inc."
Casual,Oik 2,2017.0,0.99,611980,Dr_Crewcut
Casual,Mantis Burn Racing® - Elite Class,2017.0,2.99,584191,VooFoo Studios
Action,Sumoman,2017.0,16.99,552970,Tequilabyte Studio
Strategy,Civilization VI - Persia and Macedon Civilization & Scenario Pack,2017.0,8.99,512035,Firaxis
Casual,Mantis Burn Racing® - Snowbound Pack,2017.0,Free,584190,VooFoo Studios
Movie,Brooks McBeth: This Ain't Shakespeare,2017.0,6.99,606820,
Action,Twisted Arrow,,19.99,494960,
Movie,Andy Peters: Question. Point. Exclamation Mark.,2015.0,3.99,610470,
Movie,Gary Gulman: Boyish Man,2005.0,2.99,610790,
Movie,Brian Gaar: Jokes I Wrote At Work,2015.0,3.99,613380,
Movie,Bill Hicks: Reflections,2015.0,2.99,612730,
Indie,Rivals of Aether,2017.0,14.99,383980,Dan Fornace
Action,HackyZack,2017.0,9.99,508530,Spaceboy Games
Movie,Brother Sam: A Tribute to Sam Kinison,1995.0,2.99,614390,
Movie,Tom Rhodes: Light Sweet Crude,2017.0,5.99,614500,
Indie,Fantasy Grounds - TIMEZERO: The Mirrors of Carthage (Savage Worlds),2017.0,7.99,614750,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - TIMEZERO: Tomorrow BOMB (Savage Worlds),2017.0,9.99,614760,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - NPCs: The Poor (Token Pack),2017.0,4.99,615170,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - NPCs: Middle Class (Token Pack),2017.0,4.99,615190,"SmiteWorks USA, LLC"
Movie,Gallagher: Two Real,1981.0,2.99,614510,
Indie,Fantasy Grounds - Hut of Half-Blood Hag (Map Pack),2017.0,7.99,604210,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - Mini-Dungeon #017: Shadows of Madness (PFRPG),2017.0,2.99,577620,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - NPCs: Nobles (Token Pack),2017.0,4.99,615710,"SmiteWorks USA, LLC"
Indie,Fantasy Grounds - Darkwoulfe's Volume 30 - Giants of Ice and Stone (Token Pack),2017.0,4.99,614820,"SmiteWorks USA, LLC"
Action,Ballistic Overkill,2017.0,11.99,296300,Aquiris Game Studio
Action,Street Fighter V CFN Beta,2017.0,Free,593880,Capcom
Action,HAUNTED: Halloween '86 (The Curse Of Possum Hollow),2017.0,9.99,607490,Retrotainment Games
Movie,Stagecoach: The Texas Jack Story,2016.0,4.99,585170,
Simulation,San Diego International [KSAN] airport for Tower!3D Pro,2017.0,17.99,615420,FeelThere
Movie,Lion,2017.0,3.99,593460,
Anime,Bungo Stray Dogs,2017.0,1.99,572810,
Action,Rivais Em Batalha,2017.0,5.99,493820,Art Games
Simulation,TANE DLC: Andrushivka - Vinnitsa UZ,2017.0,29.99,599400,N3V Games
Indie,Happy Penguin VR,,0.99,615330,
Action,Virtual Sports,,19.99,588410,
Action,NIGHTSTAR: Rogue Wings,2017.0,9.99,595360,SOLIDMESH
Action,Planet Defender,,6.99,593260,
Simulation,On The Road,2017.0,17.99,285380,toxtronyx interactive GmbH
Action,Swarm Universe,2017.0,7.99,407110,Dedication Games
Action,Perfect Plan,2017.0,3.99,605160,Digital Upthrust
Adventure,Thimbleweed Park™,2017.0,19.99,569860,Terrible Toybox
Action,SCALPERS: Turtle & the Moonshine Gang,2017.0,9.99,577280,A Sweet Studio
Anime,Free! - Iwatobi Swim Club,2017.0,1.99,572820,
Anime,ReLIFE,2017.0,1.99,572830,
Anime,Ace Attorney,2017.0,1.99,600830,
Anime,91 Days,2017.0,1.99,600820,
Action,Light It ~ てらし鬼 ~,2017.0,9.99,591640,Questro
Action,Mighty Party,2017.0,Free,575720,Panoramik Inc
Simulation,X-Plane 11,2017.0,59.99,269950,Laminar Research
Simulation,X-Plane 11 - Global Scenery: Asia,2017.0,Free,582571,Laminar Research
Simulation,X-Plane 11 - Global Scenery: Europe,2017.0,Free,582573,Laminar Research
Simulation,X-Plane 11 - Global Scenery: Australia,2017.0,Free,582572,Laminar Research
Simulation,X-Plane 11 - Global Scenery: South America,2017.0,Free,582575,Laminar Research
Simulation,X-Plane 11 - Global Scenery: Africa,2017.0,Free,582570,Laminar Research
Simulation,X-Plane 11 - Global Scenery: North America,2017.0,Free,582574,Laminar Research
Adventure,Moriarty: Endgame VR,,1.99,611050,
Action,Lament,2017.0,0.99,598340,Radcroc
Action,DoDonPachi Resurrection Arrange Album,2017.0,5.99,550381,"CAVE Interactive CO.,LTD."
Simulation,Bitcoin VR,,0,615460,
Early Access,EXA: The Infinite Instrument,,14.99,606920,
Action,Call of Duty®: Infinite Warfare - UK Special Forces VO Pack,2017.0,Free,593270,Infinity Ward
Casual,Castle Explorer,2017.0,9.99,531780,MightyCodeDragon
Casual,RoboMatch,2017.0,0.99,600210,Anti-Ded GameDev
Adventure,Kona Original Soundtrack,2017.0,4.99,612650,"CuréLabel,Parabole"
Action,Jumps,2017.0,1.99,544310,Kiwiforge
Sports,Aussie Sports VR,,0,508250,
Adventure,Reflection of a Fallen Feather,2014.0,Free,594310,ForepawSoft
Action,Chasing Styx,2016.0,Free,594300,ForepawSoft
Action,Master of Mayhem Soundtrack,2017.0,0.99,602390,Lapovich
Action,State of Anarchy: Master of Mayhem,2017.0,0.99,576130,Lapovich
Adventure,Arcade Tale,2017.0,0.99,618030,cada
Action,Deep End,,14.99,591610,
Indie,Sluggy's Fruit Emporium,,0,447330,
Indie,MegaGlest,2011.0,0.99,578870,SoftCoder
Indie,"Max, an Autistic Journey - Max's Birthday DLC",2017.0,0.99,618180,Professional Imagination
Action,BattleTrucks,2017.0,6.99,601590,BattleGames
